"Manufacturers part number","Product Name","Main Features (Overview)","Bullet 1","Bullet 2","Bullet 3","Bullet 4","Bullet 5","Bullet 6","Bullet 7","Bullet 8","Bullet 9","Bullet 10","Bullet 11","Bullet 12","Bullet 13","Bullet 14","Bullet 15","Anti-Glare
","Anti-Reflective
","Aspect Ratio
","Filter Color
","Brand ","Brand of Device","Device Model Name
","Device Type
","Display Diagonal
","Durable Screen Protection
","Filter Type
","Orientation
","Privacy
","Scratch Resistant
","Screen Attachment

","Screen Format
","Touch Compatibility
","Warranty Period
","UPC ","Image ID","Image URL"
"PF270W1B","3M™ Privacy Filter for 27"" Widescreen Monitor (16:10)","3M™ Privacy Filter for 27"" Widescreen Monitor (16:10)","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","16:10","Black","3M™","","","Monitors","27 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128787304","1335595","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg"
"PF280W1B","3M™ Privacy Filter for 28"" Widescreen Monitor (16:10)","3M™ Privacy Filter for 28"" Widescreen Monitor (16:10)","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","16:10","Black","3M™","","","Monitors","28 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128787311","1335595","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg"
"PF300W1B","3M™ Privacy Filter for 30"" Widescreen Monitor (16:10)","3M™ Privacy Filter for 30"" Widescreen Monitor (16:10)","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","16:10","Black","3M™","","","Monitors","30 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128787328","1335595","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg"
"PF101W9B","3M™ Privacy Filter for 10.1"" Widescreen Laptop","3M™ Privacy Filter for 10.1"" Widescreen Laptop","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","","Yes","No","16:9","Black","3M™","","","Laptops","10.1 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128788462","1392657","http://multimedia.3m.com/mws/media/1392577Z/pf101w9b-wslaptop.jpg"
"PF140W9B","3M™ Privacy Filter for 14"" Widescreen Laptop","3M™ Privacy Filter for 14"" Widescreen Laptop","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","","Yes","No","16:9","Black","3M™","","","Laptops","14 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128788493","1392657","http://multimedia.3m.com/mws/media/1392657Z/pf140w9b-wslaptop.jpg"
"PF156W9B","3M™ Privacy Filter for 15.6"" Widescreen Laptop","3M™ Privacy Filter for 15.6"" Widescreen Laptop","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","","Yes","No","16:9","Black","3M™","","","Laptops","15.6 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128788509","1392701","http://multimedia.3m.com/mws/media/1392701Z/pf156w9b-wslaptop.jpg"
"PF173W9B","3M™ Privacy Filter for 17.3"" Widescreen Laptop","3M™ Privacy Filter for 17.3"" Widescreen Laptop","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","","Yes","No","16:9","Black","3M™","","","Laptops","17.3 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128788516","1392977","http://multimedia.3m.com/mws/media/1392977Z/pf173w9b-wslaptop.jpg"
"PF185W9B","3M™ Privacy Filter for 18.5"" Widescreen Monitor","3M™ Privacy Filter for 18.5"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","16:9","Black","3M™","","","Monitors","18.5 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128788523","1362957","http://multimedia.3m.com/mws/media/1362957Z/pf185w9b-monitor-34871994942-ft-rgb-jpg.jpg"
"PF215W9B","3M™ Privacy Filter for 21.5"" Widescreen Monitor","3M™ Privacy Filter for 21.5"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","16:9","Black","3M™","","","Monitors","21.5 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128788530","1362984","http://multimedia.3m.com/mws/media/1362984Z/pf215w9b-monitor-34871995030-ft-rgb-jpg.jpg"
"PF116W9B","3M™ Privacy Filter for 11.6"" Widescreen Laptop","3M™ Privacy Filter for 11.6"" Widescreen Laptop","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","","Yes","No","16:9","Black","3M™","","","Laptops","11.6 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128789629","1392584","http://multimedia.3m.com/mws/media/1392584Z/pf116w9b-wslaptop.jpg"
"PF133W9B","3M™ Privacy Filter for 13.3"" Widescreen Laptop","3M™ Privacy Filter for 13.3"" Widescreen Laptop","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","","Yes","No","16:9","Black","3M™","","","Laptops","13.3 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","Limited 1-year warranty","00051128789636","1392649","http://multimedia.3m.com/mws/media/1392649Z/pf133w9b-wslaptop.jpg"
