"Manufacturers part number","Product Name","Main Features (Overview)","Bullet 1","Bullet 2","Bullet 3","Bullet 4","Bullet 5","Bullet 6","Bullet 7","Bullet 8","Bullet 9","Bullet 10","Bullet 11","Aspect Ratio
","Orientation
","Screen Format
","UPC ","Image URL","Additional Image URL",""
"MPPAP010","3M™ Privacy Screen Protector for Apple® iPhone® 6 Plus/6S Plus/7 Plus","3M™ Privacy Screen Protector for Apple® iPhone® 6 Plus/6S Plus/7 Plus","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance","","","","","Portrait","","00051128007488","http://multimedia.3m.com/mws/media/1286235O/mppap010-34871967344-ft.png","",""
"UCPAP004","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6 Plus/6S Plus/7 Plus","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6 Plus/6S Plus/7 Plus","Incredible high-resolution clarity","Anti-reflective technology increases display contrast","Smooth, touch-responsive surface","Gives screens a layer of durable protection from dust and scratches","Innovative stay-clean edge technology helps prevent grime from collecting on film edges","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance","","","","","","Portrait","","00051128007501","http://multimedia.3m.com/mws/media/1286248Z/ucpap004-34871967369-ft.jpg","",""
"PFMDE001","3M™ Privacy Filter for Dell™ U3415W Monitor","3M™ Privacy Filter for Dell™ U3415W Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","21:9","Landscape","Widescreen","00051128007518","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","",""
"MPPGG003   ","3M™ Privacy Screen Protector for Google™ Pixel Phone ","3M™ Privacy Screen Protector for Google™ Pixel Phone ","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly ","100% hand inspected for quality assurance               
","","","","","Portrait","","00051128007587","http://multimedia.3m.com/mws/media/1330273Z/mppgg003-pixel-34872004337-ft-rgb-150-png.jpg","",""
"MPPGG004","3M™ Privacy Screen Protector for Google™ Pixel XL  Phone","3M™ Privacy Screen Protector for Google™ Pixel XL  Phone","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly ","100% hand inspected for quality assurance               
","","","","","Portrait","","00051128007594","http://multimedia.3m.com/mws/media/1330277Z/mppgg004-pixelplus-34872004345-ft-rgb-150-png.jpg","",""
"PFNAP008","3M™ Privacy Filter for 15"" Apple® MacBook Pro® (2016 model)","3M™ Privacy Filter for 15"" Apple® MacBook Pro® (2016 model)","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Our thinnest privacy filter designed for today’s thinnest screens","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","8:5","Landscape","Widescreen","00051128007600","http://multimedia.3m.com/mws/media/1365369Z/pfnap008-macbook-34872010102-ft-rgb-jpg.jpg","",""
"PFNAP007","3M™ Privacy Filter for 13"" Apple® MacBook Pro® (2016 model)","3M™ Privacy Filter for 13"" Apple® MacBook Pro® (2016 model)","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Our thinnest privacy filter designed for today’s thinnest screens","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","8:5","Landscape","Widescreen","00051128007617","http://multimedia.3m.com/mws/media/1365365Z/pfnap007-macbook-34872010094-ft-rgb-jpg.jpg","",""
"PF315W9B","3M™ Privacy Filter for 31.5"" Widescreen Monitor (16:9)","3M™ Privacy Filter for 31.5"" Widescreen Monitor (16:9)","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128007662","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","",""
"PF340W2B","3M™ Privacy Filter for 34"" Widescreen Monitor (21:9)","3M™ Privacy Filter for 34"" Widescreen Monitor (21:9)","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","21:9","Landscape","Widescreen","00051128007686","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","",""
"HC215W9B","3M™ High Clarity Privacy Filter for 21.5"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 21.5"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128007730","http://multimedia.3m.com/mws/media/1364811Z/hc215w9b-monitor-34872027395-ft-rgb-jpg.jpg","",""
"HC230W9B","3M™ High Clarity Privacy Filter for 23"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 23"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128007747","http://multimedia.3m.com/mws/media/1364815Z/hc230w9b-monitor-34872027403-ft-rgb-jpg.jpg","",""
"HC240W1B","3M™ High Clarity Privacy Filter for 24"" Widescreen Monitor (16:10)","3M™ High Clarity Privacy Filter for 24"" Widescreen Monitor (16:10)","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","0.67361111111111","Landscape","Widescreen","00051128007754","http://multimedia.3m.com/mws/media/1364819Z/hc240w1b-monitor-34872027411-ft-rgb-jpg.jpg","",""
"AGNAP001","3M™ Anti-Glare Filter for Apple® MacBook Pro® 13 (2016 model)","3M™ Anti-Glare Filter for Apple® MacBook Pro® 13 (2016 model)","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance","","","","8:5","Landscape","Widescreen","00051128007808 ","http://multimedia.3m.com/mws/media/1367528Z/agnap001-macbookpro-34872028047-ft-rgb-jpg.jpg
","",""
"AGNAP002","3M™ Anti-Glare Filter for Apple® MacBook Pro® 15 (2016 model)","3M™ Anti-Glare Filter for Apple® MacBook Pro® 15 (2016 model)","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance","","","","8:5","Landscape","Widescreen","00051128007815","http://multimedia.3m.com/mws/media/1367532Z/agnap002-macbookpro-34872027999-ft-rgb-jpg.jpg","",""
"PF320W9B","3M™ Privacy Filter for 32"" Widescreen Monitor","3M™ Privacy Filter for 32"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128007655","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","",""
"PFMDE002 ","3M Privacy Filter for Dell™ OptiPlex 3240 All-In-One","3M Privacy Filter for Dell™ OptiPlex 3240 All-In-One","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128008072","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","",""
"PFMDE003","3M Privacy Filter for Dell™ OptiPlex 7440 All-In-One               ","3M Privacy Filter for Dell™ OptiPlex 7440 All-In-One               ","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128008089","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","",""
"AGMDE001 ","3M Anti-Glare Filter for Dell™ OptiPlex 3240 All-In-One","3M Anti-Glare Filter for Dell™ OptiPlex 3240 All-In-One","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Ultra-thin and ultra-responsive to the touch, our anti-glare filter provides consistent touch responsiveness without getting in the way of using your device","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips","Custom-cut for your device","100% hand inspected for quality assurance","","","16:9","Landscape","Widescreen","00051128008096","http://multimedia.3m.com/mws/media/1260451Z/genericmonitor-antiglare-bty-rgb-jpg.jpg","",""
"AGMDE002  ","3M Anti-Glare Filter for Dell™ OptiPlex 7440 All-In-One         ","3M Anti-Glare Filter for Dell™ OptiPlex 7440 All-In-One         ","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Ultra-thin and ultra-responsive to the touch, our anti-glare filter provides consistent touch responsiveness without getting in the way of using your device","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips","Custom-cut for your device","100% hand inspected for quality assurance","","","16:9","Landscape","Widescreen","00051128008102","http://multimedia.3m.com/mws/media/1260451Z/genericmonitor-antiglare-bty-rgb-jpg.jpg","",""
"HCNAP001","3M™ High Clarity Privacy Filter for 13"" Apple® MacBook Pro® (2016 model)","3M™ High Clarity Privacy Filter for 13"" Apple® MacBook Pro® (2016 model)","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution laptops and displays","Reduces 35% of blue light transmission from the display","Custom-cut for your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","8:5","Landscape","Widescreen","00051128007945","http://multimedia.3m.com/mws/media/1393682Z/hcnap001-macbookpro2016-34872060578.jpg","",""
"HCNAP002","3M™ High Clarity Privacy Filter for 15"" Apple® MacBook Pro® (2016 model)","3M™ High Clarity Privacy Filter for 15"" Apple® MacBook Pro® (2016 model)","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution laptops and displays","Reduces 35% of blue light transmission from the display","Custom-cut for your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","8:5","Landscape","Widescreen","00051128007952","http://multimedia.3m.com/mws/media/1393686Z/hcnap002-macbookpro2016-34872060586.jpg","",""
"HCMAP001","3M™ High Clarity Privacy Filter for 21.5"" Apple® iMac®","3M™ High Clarity Privacy Filter for 21.5"" Apple® iMac®","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Custom-cut for your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128007969","http://multimedia.3m.com/mws/media/1393674Z/hcmap001-imac21-34872060602.jpg","",""
"HCMAP002","3M™ High Clarity Privacy Filter for 27"" Apple® iMac®","3M™ High Clarity Privacy Filter for 27"" Apple® iMac®","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Custom-cut for your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128007976","http://multimedia.3m.com/mws/media/1393678E/hcmap002-imac27-34872060636.jpg","",""
"HC140W9B","3M™ High Clarity Privacy Filter for 14"" Widescreen Laptop","3M™ High Clarity Privacy Filter for 14"" Widescreen Laptop","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution laptops and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128007983","http://multimedia.3m.com/mws/media/1393636Z/hc140w9b-wslaptop-34872060669.jpg","",""
"HC156W9B","3M™ High Clarity Privacy Filter for 15.6"" Widescreen Laptop","3M™ High Clarity Privacy Filter for 15.6"" Widescreen Laptop","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution laptops and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128007990","http://multimedia.3m.com/mws/media/1393640Z/hc156w9b-wslaptop-34872060685.jpg","",""
"HC220W1B","3M™ High Clarity Privacy Filter for 22"" Widescreen Monitor (16:10) ","3M™ High Clarity Privacy Filter for 22"" Widescreen Monitor (16:10) ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","16:10","Landscape","Widescreen","00051128008008","http://multimedia.3m.com/mws/media/1393646Z/hc220w1b-wsmonitor-34872060719.jpg","",""
"HC236W9B","3M™ High Clarity Privacy Filter for 23.6"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 23.6"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128008010","http://multimedia.3m.com/mws/media/1393650Z/hc236w9b-wsmonitor-34872060743.jpg","",""
"HC238W9B","3M™ High Clarity Privacy Filter for 23.8"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 23.8"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128008027","http://multimedia.3m.com/mws/media/1393666Z/hc238w9b-wsmonitor-34872060768.jpg","",""
"HC240W9B","3M™ High Clarity Privacy Filter for 24"" Widescreen Monitor","3M™ High Clarity Privacy Filter for 24"" Widescreen Monitor","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128008034","http://multimedia.3m.com/mws/media/1393670Z/hc240w9b-wsmonitor-34872060784.jpg","",""
"HC270W9B","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128008041","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg","",""
