"X_REC_SPEC","PlantMaterialKey","SalesOrganization","DistributionChannel","Material","LanguageCode","LanguageCodeDesc","SkuType","DistributionChainMaterialStatus","ItemCategoryGroup","ValidDays","NewProductFlag","EndUserRequired","ReturnDirectToVendor","ReturnLimitations","ManufacturerPartNumber","MfrMaterialKey","Manufacturer","ManufacturerDesc","MaterialType","Weight","WeightUnit","DealerPrice","RetailPrice","Cat1Desc","Cat2Desc","Subcategory","CategoryCode","SubCategoryCode","NewCategoryCode","NewSubCategoryCode","Cat3Desc","Plant","Height","Width","Length","AbcIndicator","NoReturnsFlag","OversizeFlag","MediumDesc","LongDesc1","UpcEan","MasterVendor","MasterVendorName","PromoFlag","PromoExpireDate","PromoFreePartNumber","PromoMinimumQuantity","PromoFreeQuantity","PromoPrice","PromoEffectiveDate","PromoType","EcomFreePartNumber","EcomFreeQuantity","EcomMinimumQuantity","EcomSpecPrice","EcomEffDate","EcomExpireDate","EcomPromoType","WebVisibleFlag","ClassCode","CpuCd","CurrencyCode","HeavyWeightFlag","ShipCartonFlag","PartType","DealerFlag","BackOrderSwitch","NoReturnFlag","IsESDProduct","RefurbishedFlag","PalletQuantity","DirectShipOrderable","VendorInfoRequired","RestrictedFlag","WarrantyProduct","WeightDetails","SubMaterial","SubRule","QuantityBreakFlag","StatusCD","InvisibleFlag","Webswitch","DeleteFlag","RecordDate","UpdatedDate","HasModified","WebVisibleFlagMode","DeleteFlagMode","FiscalClass","EndlessAisleFlag","OriginalMaterial","VEN_END_USER_FLAG","DiscountIndicator","ResellerFlag","VMF_AUTH_REQ","Duplicate"
"US01@@9500@@10@@4D2205","US01@@4D2205","9500","10","4D2205","","","","","","","","N","","","PFTDE001","3705@@PFTDE001@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.22","EA","27","0","99","40","9940","0","99","51","1","","US01","","","","S","","","PRIVACY FILTER FOR DELL","PRIVACY FILTER FOR DELL LATITDUE 14 E7450","51128004937","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.22@@EA","","","","","","Y","1","8/15/2016 12:21","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2200","US01@@4D2200","9500","10","4D2200","","","","","","","","N","","","GH140W9B","3705@@GH140W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.3","EA","43.25","0","99","40","9940","0","99","51","1","","US01","","","","B","","","GOLD PRIVACY FILTER FOR HIGH","GOLD PRIVACY FILTER FOR HIGH RES 14IN DISPLAYS 16:9","51128006702","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","1/1/2018 1:37","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2192","US01@@4D2192","9500","10","4D2192","","","","","","","","N","","","PF200W9F","3705@@PF200W9F@@","3705","3M - OPTICAL SYSTEMS DIVISION","","2.9","EA","146","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER 20IN WS 16:9","PRIVACY FILTER 20IN WS 16:9 FRAMED FOR LCD/LAPTOP","51128006788","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@2.9@@EA","","","","","","Y","1","9/4/2017 4:32","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D5745","US01@@4D5745","9500","10","4D5745","","","","","","","","N","","","PFNHP012","3705@@PFNHP012@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","34","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FILTER FOR HP ELITE X2","PRIVACY FILTER FOR HP ELITE X2 1012 LAPTOP","51128007310","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","7/18/2017 10:36","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3A2851","US01@@3A2851","9500","10","3A2851","","","","","","","","N","","","MPPAP001","3705@@MPPAP001@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.1","EA","18","0","99","30","9930","0","99","1","99","","US01","","","","B","","","PRIVACY FILTER FOR APPLE IPHONE","PRIVACY FILTER FOR APPLE IPHONE 6 AND IPHONE 6S AND 7 PORTRAIT","51128831717","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","PROT","","US01@@.1@@EA","","","","","","Y","1","11/15/2017 15:57","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3G8126","US01@@3G8126","9500","10","3G8126","","","","","","","","N","","","PF121C3B","3705@@PF121C3B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.3","EA","36.5","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FLT FOR 12.1IN UNFRAMED","PRIVACY FLT FOR 12.1IN UNFRAMED FOR LAPTOP AND LCD","51138752552","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","10/12/2017 5:45","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@DP7979","US01@@DP7979","9500","10","DP7979","","","","","","","","N","","","PF270W9B","3705@@PF270W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","1.88","EA","131","352.62","99","40","9940","0","99","51","1","","US01","","","","A","","","PRIVACY FILTER 27IN WS 16:9","PRIVACY FILTER 27IN WS 16:9 UNFRAMED FOR LAPTOP AND LCD","51128797730","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","A","","","","","","","","","","","99999","","","ACCS","","US01@@1.88@@EA","","","","","","Y","1","1/11/2018 18:50","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@DC8117","US01@@DC8117","9500","10","DC8117","","","","","","","","N","","","PF236W9B","3705@@PF236W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.9","EA","88.25","202.2","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER 23.6IN WS 16:9","PRIVACY FILTER 23.6IN WS 16:9 UNFRAMED FOR LAPTOP AND LCD","51128797174","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.9@@EA","","","","","","Y","1","11/21/2017 11:47","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@Q52935","US01@@Q52935","9500","10","Q52935","","","","","","","","N","","","PF216W1B","3705@@PF216W1B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.8","EA","89","178.83","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER 21.6IN WS","PRIVACY FILTER 21.6IN WS UNFRAMED FOR LAPTOP AND LCD","51128787229","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.8@@EA","","","","","","Y","1","12/31/2017 9:39","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@Q52844","US01@@Q52844","9500","10","Q52844","","","","","","","","N","","","WR309LE","U227@@WR309LE@@","U227","3M - WORKSPACE SOLUTIONS","","1.2","EA","13.25","26.48","99","10","9910","0","99","51","46","","US01","","","","C","","","KEYBOARD WRIST REST GEL BLACK","KEYBOARD WRIST REST GEL BLACK LEATHERETTE  CAN USE WITH KD45","51131980969","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@1.2@@EA","","","","","","Y","1","12/5/2017 12:40","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@UW7614","US01@@UW7614","9500","10","UW7614","","","","","","","","N","","","AG190C4B","3705@@AG190C4B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.6","EA","32.75","69.99","99","40","9940","0","99","51","1","","US01","","","","B","","","ANTI- GLARE FILTER 19IN FOR","ANTI- GLARE FILTER 19IN FOR DISPLAYS","51128829912","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.6@@EA","","","","","","Y","1","1/9/2018 4:12","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@UW7613","US01@@UW7613","9500","10","UW7613","","","","","","","","N","","","AG156W9B","3705@@AG156W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.25","EA","25.75","43.99","99","40","9940","0","99","51","1","","US01","","","","C","","","ANTI-GLARE FILTER 15.6IN","ANTI-GLARE FILTER 15.6IN UNFRAMED FOR LAPTOP","51128829905","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.25@@EA","","","","","","Y","1","5/19/2017 15:23","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@DC8120","US01@@DC8120","9500","10","DC8120","","","","","","","","N","","","GF133W9B","3705@@GF133W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.3","EA","38.25","86.47","99","40","9940","0","99","51","1","","US01","","","","C","","","GOLD PRIVACY FILTER 13.3IN WS","GOLD PRIVACY FILTER 13.3IN WS 16:9 UNFRAMED FOR LAPTOP","51128797198","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","10/19/2017 6:50","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@BE6882","US01@@BE6882","9500","10","BE6882","","","","","","","","N","","","PF101W9B","3705@@PF101W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","17.75","39.75","99","40","9940","0","99","51","1","","US01","","","","S","","","PRIVACY FILTER 10.1IN WS 16:9","PRIVACY FILTER 10.1IN WS 16:9 UNFRAMED FOR NETBOOK LAPTOP AND LCD","51128788462","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","7/1/2017 3:16","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@TW5095","US01@@TW5095","9500","10","TW5095","","","","","","","","N","","","MP114-PL","U227@@MP114-PL@@","U227","3M - WORKSPACE SOLUTIONS","","0.3","EA","4","7.95","99","10","9910","0","99","1","99","","US01","","","","S","","","MOUSE PAD BLUE PLAID","MOUSE PAD BLUE PLAID WITH PRECISION MOUSING SURFACE","51141963600","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","7/18/2016 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@C66489","US01@@C66489","9500","10","C66489","","","","","","","","N","","","CL610","U227@@CL610@@","U227","3M - WORKSPACE SOLUTIONS","","0.75","EA","6","11.6","10","22","1022","0","99","1","79","","US01","","","","C","","","ELECTRONIC EQUIPMENT WIPES 80CT","ELECTRONIC EQUIPMENT WIPES 80CT TUB","21200525650","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","SUPL","","US01@@.75@@EA","","","","","","Y","1","7/18/2017 10:54","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@N37739","US01@@N37739","9500","10","N37739","","","","","","","","N","","","DH630","U227@@DH630@@","U227","3M - WORKSPACE SOLUTIONS","","2.2","EA","42.25","85.79","99","10","9910","0","99","51","46","","US01","","","","C","","","IN-LINE DOCUMENT HOLDER COMPACT","IN-LINE DOCUMENT HOLDER COMPACT ON DESK IN FRONT OF MONITOR","21200983245","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@2.2@@EA","","","","","","Y","1","9/17/2017 13:03","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2785","US01@@CM2785","9500","10","CM2785","","","","","","","","N","","","M9648A","U227@@M9648A@@","U227","3M - WORKSPACE SOLUTIONS","","25","EA","211.5","401.73","33","60","3360","0","99","57","98","","US01","","","","B","","","DRY ERASE BOARD MELAMINE 96X48","DRY ERASE BOARD MELAMINE 96X48 ALUMINUM FRAME","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","PERP","","US01@@25@@EA","","","","","","Y","1","11/5/2017 17:25","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2790","US01@@CM2790","9500","10","CM2790","","","","","","","","N","","","M9648FMY","U227@@M9648FMY@@","U227","3M - WORKSPACE SOLUTIONS","","18","EA","223.5","427.49","33","60","3360","0","99","57","98","","US01","","","","S","","","DRY ERASE BOARD MELAMINE 96X48","DRY ERASE BOARD MELAMINE 96X48 FULL MAHOGANY FINISH FRAME","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","PERP","","US01@@18@@EA","","","","","","Y","1","7/18/2016 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CA1339","US01@@CA1339","9500","10","CA1339","","","","","","","","N","","","M3624G","U227@@M3624G@@","U227","3M - WORKSPACE SOLUTIONS","","6.15","EA","49.75","91.62","33","60","3360","0","99","57","98","","US01","","","","C","","","DRY ERASE BOARD MELAMINE","DRY ERASE BOARD MELAMINE GRAPHITE FINISH 36IN X24IN WIDE","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","PERP","","US01@@6.15@@EA","","","","","","Y","1","10/16/2017 19:02","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@N36837","US01@@N36837","9500","10","N36837","","","","","","","","N","","","MS80B","U227@@MS80B@@","U227","3M - WORKSPACE SOLUTIONS","","2.55","EA","25.5","52.98","99","40","9940","0","99","1","53","","US01","","","","B","","","ADJUSTABLE MONITOR STAND","ADJUSTABLE MONITOR STAND 11.5IN X 16IN X3.5IN SILVER/BLACK","21200529511","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","STND","","US01@@2.55@@EA","","","","","","Y","1","10/25/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@KH9897","US01@@KH9897","9500","10","KH9897","","","","","","","","N","","","MP3551","U227@@MP3551@@","U227","3M - WORKSPACE SOLUTIONS","","0.95","EA","96","161.45","22","50","2250","0","99","1","99","","US01","","","","B","","","5YDS DUAL LOCK FASTENER BLACK","5YDS DUAL LOCK FASTENER BLACK 2 ROLLS PER PACK","51131064843","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.95@@EA","","","","","","Y","1","9/4/2017 5:34","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@RZ3412","US01@@RZ3412","9500","10","RZ3412","","","","","","","","N","","","KP100LE","U227@@KP100LE@@","U227","3M - WORKSPACE SOLUTIONS","","6.42","EA","57.5","116.55","99","10","9910","0","99","51","46","","US01","","","","B","","","STANDARD KEYBOARD PLATFORM GEL","STANDARD KEYBOARD PLATFORM GEL WRIST REST & PRECISE MOUSE SURFACE","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","MNT","","US01@@6.42@@EA","","","","","","Y","1","1/16/2018 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3G8120","US01@@3G8120","9500","10","3G8120","","","","","","","","N","","","PF154W1B","3705@@PF154W1B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","39","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FLT FOR 15.4IN WS","PRIVACY FLT FOR 15.4IN WS UNFRAMED FOR LAPTOP AND LCD","51128773154","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","9/10/2016 11:57","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3E8047","US01@@3E8047","9500","10","INF","","","","","","","","N","","","PFNDE001","3705@@PFNDE001@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","36.5","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR DELL","PRIVACY FILTER FOR DELL LATITUDE E7450","51128832011","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","12/6/2017 9:08","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K0215","US01@@8K0215","9500","10","8K0215","","","","","","","","N","","","AGNAP001","3705@@AGNAP001@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.2","EA","23.5","0","99","40","9940","0","99","51","1","","US01","","","","S","","","ANTI GLARE FILTER FOR MACBOOK","ANTI GLARE FILTER FOR MACBOOK PRO 13IN 2016 MODEL","51128007808","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.2@@EA","","","","","","Y","1","7/21/2017 13:59","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@2R5012","US01@@2R5012","9500","10","2R5012","","","","","","","","N","","","98-0440-5818-2","3705@@98-0440-5818-2@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0","EA","451","0","99","40","9940","0","99","51","1","","US01","","","","X","","","CUSTOM PRIVACY FILTER FOR 40IN","CUSTOM PRIVACY FILTER FOR 40IN DISPLAYS AND LARGER - MIN PO $10K","","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","ACCS","","US01@@0@@EA","","","","","","Y","1","10/24/2016 12:34","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U7858","US01@@9U7858","9500","10","9U7858","","","","","","","","N","","","PF250W9P","3705@@PF250W9P@@","3705","3M - OPTICAL SYSTEMS DIVISION","","1.1","EA","94","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR 25IN WS 16:9","PRIVACY FILTER FOR 25IN WS 16:9 UNFRAMED FOR LCD PORTRAIT","51128008201","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@1.1@@EA","","","","","","Y","1","12/21/2017 23:50","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U1941","US01@@9U1941","9500","10","9U1941","","","","","","","","N","","","HCNAP001","3705@@HCNAP001@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.4","EA","33.25","0","99","40","9940","0","99","51","1","","US01","","","","C","","","HIGH CLARITY PRIVACY FILTER","HIGH CLARITY PRIVACY FILTER 13IN APPLE MACBOOK PRO 2016 MODEL","51128007945","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.4@@EA","","","","","","Y","1","1/5/2018 9:41","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U1945","US01@@9U1945","9500","10","9U1945","","","","","","","","N","","","HC140W9B","3705@@HC140W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.3","EA","39.75","0","99","40","9940","0","99","51","1","","US01","","","","C","","","HIGH CLARITY PRIVACY FILTER","HIGH CLARITY PRIVACY FILTER 14IN WS LAPTOP","51128007983","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","10/2/2017 16:21","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U7861","US01@@9U7861","9500","10","9U7861","","","","","","","","N","","","GF240W9B","3705@@GF240W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.9","EA","114","0","99","40","9940","0","99","51","1","","US01","","","","S","","","GOLD PRIVACY FILTER 24IN WS","GOLD PRIVACY FILTER 24IN WS 16:9 UNFRAMED FOR LCD","51128008256","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.9@@EA","","","","","","Y","1","1/12/2018 15:15","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2197","US01@@4D2197","9500","10","4D2197","","","","","","","","N","","","GF230W9B","3705@@GF230W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.9","EA","102.5","0","99","40","9940","0","99","51","1","","US01","","","","B","","","GOLD PRIVACY FILTER FOR 23IN WS","GOLD PRIVACY FILTER FOR 23IN WS 16:9 UNFRAMED FOR LCD/LAPTOP","51128006832","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.9@@EA","","","","","","Y","1","1/17/2018 6:45","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2196","US01@@4D2196","9500","10","4D2196","","","","","","","","N","","","GF220W1B","3705@@GF220W1B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.85","EA","96.5","0","99","40","9940","0","99","51","1","","US01","","","","B","","","GOLD PRIVACY FILTER FOR 22IN","GOLD PRIVACY FILTER FOR 22IN 16:10 UNFRAMED FOR LCD/LAPTOP","51128006825","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.85@@EA","","","","","","Y","1","8/17/2017 15:45","1/18/2018 17:39","0","1","","","","","","0","N","",""
